VAL_PUTIN,HABITAT,MAN,AGE,IDEOL,INCOME
1,b. 10k-150k hab,1,35,1.0,1100.0
0,a. >150k hab,0,33,0.0,2700.0
3,b. 10k-150k hab,1,53,3.0,1900.0
2,a. >150k hab,0,64,5.0,
2,a. >150k hab,0,69,5.0,6500.0
3,b. 10k-150k hab,1,70,4.0,3500.0
0,b. 10k-150k hab,0,64,5.0,1900.0
4,b. 10k-150k hab,0,47,,1100.0
5,b. 10k-150k hab,1,21,5.0,
4,b. 10k-150k hab,1,21,2.0,
5,b. 10k-150k hab,1,71,1.0,750.0
0,b. 10k-150k hab,1,68,5.0,1500.0
1,b. 10k-150k hab,1,19,,
0,a. >150k hab,1,31,3.0,4750.0
2,a. >150k hab,1,68,5.0,2200.0
3,a. >150k hab,1,57,1.0,1.0
2,a. >150k hab,1,38,6.0,2200.0
6,a. >150k hab,1,78,5.0,4250.0
1,a. >150k hab,0,43,5.0,4250.0
5,a. >150k hab,1,35,4.0,1900.0
1,a. >150k hab,1,72,4.0,1500.0
3,a. >150k hab,1,45,4.0,1500.0
0,c. <10k hab,0,48,2.0,4250.0
3,c. <10k hab,1,51,5.0,1900.0
6,c. <10k hab,0,70,3.0,
5,b. 10k-150k hab,1,60,6.0,
5,b. 10k-150k hab,1,18,4.0,2700.0
0,b. 10k-150k hab,0,39,0.0,950.0
5,b. 10k-150k hab,1,52,,
0,b. 10k-150k hab,0,62,5.0,
0,b. 10k-150k hab,0,56,3.0,2700.0
3,b. 10k-150k hab,0,78,6.0,
0,b. 10k-150k hab,1,28,3.0,
0,b. 10k-150k hab,0,71,3.0,1100.0
3,b. 10k-150k hab,0,60,5.0,
1,a. >150k hab,0,89,,950.0
7,a. >150k hab,1,50,2.0,2700.0
3,a. >150k hab,0,73,0.0,
0,a. >150k hab,1,36,4.0,1500.0
5,a. >150k hab,1,72,6.0,2200.0
0,a. >150k hab,0,60,,750.0
0,b. 10k-150k hab,0,39,5.0,450.0
3,b. 10k-150k hab,0,77,6.0,1900.0
5,b. 10k-150k hab,1,73,2.0,750.0
5,b. 10k-150k hab,1,63,3.0,1100.0
8,b. 10k-150k hab,0,36,4.0,
2,b. 10k-150k hab,0,50,2.0,1500.0
1,b. 10k-150k hab,1,43,3.0,1500.0
0,a. >150k hab,1,40,4.0,6500.0
3,b. 10k-150k hab,0,58,5.0,1900.0
3,a. >150k hab,0,35,1.0,2700.0
0,c. <10k hab,0,63,,450.0
0,c. <10k hab,0,68,3.0,2200.0
4,c. <10k hab,1,51,5.0,
3,c. <10k hab,0,30,2.0,2700.0
2,c. <10k hab,1,57,,1100.0
6,b. 10k-150k hab,1,72,5.0,1100.0
5,b. 10k-150k hab,1,30,5.0,2200.0
1,b. 10k-150k hab,0,42,4.0,3500.0
2,a. >150k hab,1,33,8.0,1500.0
0,a. >150k hab,1,54,5.0,
0,a. >150k hab,1,64,0.0,
4,a. >150k hab,1,39,1.0,
4,a. >150k hab,0,52,3.0,5500.0
1,a. >150k hab,1,52,4.0,3500.0
0,a. >150k hab,0,21,3.0,2200.0
0,a. >150k hab,0,19,1.0,3500.0
1,a. >150k hab,0,51,6.0,
4,a. >150k hab,0,73,5.0,1900.0
5,a. >150k hab,1,55,5.0,
6,a. >150k hab,1,83,4.0,1500.0
4,a. >150k hab,1,47,0.0,950.0
0,a. >150k hab,0,76,4.0,1900.0
6,c. <10k hab,1,45,5.0,2700.0
0,c. <10k hab,1,56,5.0,3500.0
1,b. 10k-150k hab,1,68,1.0,1900.0
2,b. 10k-150k hab,1,81,8.0,4750.0
4,b. 10k-150k hab,0,35,,1100.0
0,b. 10k-150k hab,1,91,4.0,1100.0
2,c. < 10k hab,0,65,5.0,450.0
0,b. 10k-150k hab,1,50,3.0,
3,c. < 10k hab,0,60,5.0,1500.0
0,b. 10k-150k hab,0,45,8.0,950.0
1,b. 10k-150k hab,1,74,7.0,2700.0
0,b. 10k-150k hab,1,36,4.0,3500.0
4,b. 10k-150k hab,1,71,4.0,1100.0
5,a. >150k hab,0,55,3.0,1500.0
0,b. 10k-150k hab,0,23,5.0,950.0
2,b. 10k-150k hab,0,47,5.0,4750.0
5,b. 10k-150k hab,1,76,0.0,2200.0
8,b. 10k-150k hab,1,83,4.0,750.0
1,a. >150k hab,1,70,4.0,1500.0
3,b. 10k-150k hab,0,22,1.0,2200.0
2,b. 10k-150k hab,0,52,3.0,2200.0
8,c. <10k hab,0,41,8.0,1500.0
4,b. 10k-150k hab,1,53,7.0,
4,a. >150k hab,1,36,10.0,4250.0
2,b. 10k-150k hab,1,41,9.0,
4,b. 10k-150k hab,1,71,7.0,
0,b. 10k-150k hab,0,69,6.0,1500.0
10,b. 10k-150k hab,1,55,5.0,
2,a. >150k hab,0,66,4.0,2200.0
5,a. >150k hab,0,79,7.0,
2,a. >150k hab,0,60,5.0,2700.0
5,b. 10k-150k hab,1,82,4.0,150.0
8,a. >150k hab,0,23,5.0,
8,a. >150k hab,1,70,5.0,
1,a. >150k hab,1,61,1.0,2200.0
2,c. <10k hab,0,76,,450.0
0,c. <10k hab,1,75,6.0,1900.0
5,c. <10k hab,1,68,4.0,750.0
2,b. 10k-150k hab,0,59,1.0,
1,b. 10k-150k hab,1,58,1.0,
1,b. 10k-150k hab,1,47,3.0,
4,c. <10k hab,0,58,3.0,1100.0
6,b. 10k-150k hab,0,73,5.0,
4,b. 10k-150k hab,0,46,2.0,2200.0
3,b. 10k-150k hab,0,59,5.0,1500.0
0,b. 10k-150k hab,1,43,5.0,
2,c. <10k hab,0,41,4.0,
0,b. 10k-150k hab,0,68,7.0,1900.0
3,c. < 10k hab,0,25,0.0,450.0
0,c. < 10k hab,1,52,2.0,2200.0
4,c. < 10k hab,1,27,6.0,1900.0
2,c. < 10k hab,1,47,7.0,2700.0
1,c. < 10k hab,1,67,5.0,1500.0
3,c. < 10k hab,1,64,5.0,2700.0
1,c. < 10k hab,0,64,2.0,2200.0
3,c. < 10k hab,1,49,2.0,2700.0
1,c. < 10k hab,0,56,3.0,5500.0
5,b. 10k-150k hab,1,56,5.0,1500.0
6,b. 10k-150k hab,1,69,4.0,3500.0
8,b. 10k-150k hab,1,18,3.0,1100.0
0,b. 10k-150k hab,0,28,5.0,1500.0
8,b. 10k-150k hab,1,34,2.0,2200.0
5,b. 10k-150k hab,1,64,2.0,2700.0
0,b. 10k-150k hab,1,72,5.0,
0,b. 10k-150k hab,0,36,3.0,1100.0
1,b. 10k-150k hab,1,76,4.0,1500.0
4,b. 10k-150k hab,0,73,6.0,1900.0
3,b. 10k-150k hab,0,64,5.0,2200.0
1,b. 10k-150k hab,1,70,4.0,2700.0
2,b. 10k-150k hab,0,50,0.0,2700.0
5,b. 10k-150k hab,0,55,2.0,4750.0
3,b. 10k-150k hab,1,69,3.0,2700.0
1,b. 10k-150k hab,0,66,3.0,2200.0
4,b. 10k-150k hab,0,50,3.0,1500.0
1,b. 10k-150k hab,0,35,2.0,1900.0
2,b. 10k-150k hab,1,72,3.0,2200.0
4,a. >150k hab,1,62,4.0,1900.0
7,a. >150k hab,1,26,3.0,1500.0
6,a. >150k hab,1,33,,
0,c. <10k hab,0,73,8.0,750.0
0,c. <10k hab,0,66,5.0,1900.0
4,c. <10k hab,1,59,5.0,1500.0
0,c. <10k hab,0,63,4.0,1100.0
4,c. <10k hab,1,44,0.0,1500.0
0,c. <10k hab,0,61,4.0,950.0
1,c. <10k hab,1,40,2.0,2700.0
3,c. <10k hab,1,63,5.0,1900.0
4,c. <10k hab,1,69,5.0,2700.0
3,c. <10k hab,0,53,2.0,2200.0
2,a. >150k hab,1,63,2.0,
0,b. 10k-150k hab,0,51,0.0,
0,b. 10k-150k hab,1,63,2.0,2700.0
2,b. 10k-150k hab,0,49,5.0,2200.0
3,b. 10k-150k hab,1,73,2.0,3500.0
10,b. 10k-150k hab,1,22,7.0,1900.0
0,b. 10k-150k hab,0,35,1.0,3500.0
0,b. 10k-150k hab,0,42,1.0,2200.0
1,b. 10k-150k hab,1,43,2.0,3500.0
3,b. 10k-150k hab,1,46,3.0,4250.0
2,b. 10k-150k hab,0,21,2.0,4250.0
10,a. >150k hab,0,81,8.0,750.0
7,b. 10k-150k hab,1,40,2.0,
0,b. 10k-150k hab,1,70,6.0,2700.0
3,b. 10k-150k hab,1,58,5.0,1500.0
4,c. <10k hab,1,68,5.0,3500.0
2,b. 10k-150k hab,0,62,6.0,1900.0
2,b. 10k-150k hab,1,49,3.0,3500.0
3,c. <10k hab,0,71,5.0,1500.0
4,a. >150k hab,1,53,0.0,2700.0
7,b. 10k-150k hab,1,42,2.0,1900.0
0,b. 10k-150k hab,0,36,2.0,
0,b. 10k-150k hab,1,63,3.0,2700.0
4,b. 10k-150k hab,0,42,8.0,
5,b. 10k-150k hab,1,67,2.0,1500.0
8,b. 10k-150k hab,1,59,5.0,1500.0
2,b. 10k-150k hab,1,69,5.0,
4,a. >150k hab,1,43,3.0,1100.0
5,b. 10k-150k hab,1,60,2.0,
3,b. 10k-150k hab,1,79,3.0,3500.0
1,a. >150k hab,1,66,5.0,
0,a. >150k hab,1,40,5.0,
0,a. >150k hab,1,75,6.0,2700.0
2,b. 10k-150k hab,0,55,5.0,
0,b. 10k-150k hab,0,40,1.0,1100.0
0,a. >150k hab,1,75,3.0,1900.0
6,b. 10k-150k hab,0,83,4.0,
4,b. 10k-150k hab,0,51,3.0,1500.0
0,b. 10k-150k hab,0,79,5.0,1500.0
6,b. 10k-150k hab,1,47,5.0,950.0
4,b. 10k-150k hab,0,18,2.0,3500.0
6,b. 10k-150k hab,1,40,5.0,1900.0
3,b. 10k-150k hab,1,63,5.0,2700.0
4,b. 10k-150k hab,0,69,5.0,1900.0
5,b. 10k-150k hab,1,36,5.0,950.0
2,b. 10k-150k hab,0,39,4.0,3500.0
6,b. 10k-150k hab,0,29,5.0,1100.0
1,b. 10k-150k hab,0,35,2.0,2200.0
1,b. 10k-150k hab,1,52,3.0,2700.0
2,b. 10k-150k hab,1,68,5.0,
0,b. 10k-150k hab,0,85,5.0,1500.0
3,b. 10k-150k hab,0,66,6.0,
3,b. 10k-150k hab,0,73,6.0,
2,b. 10k-150k hab,0,65,2.0,2700.0
6,b. 10k-150k hab,0,48,5.0,1500.0
6,c. <10k hab,0,84,5.0,750.0
4,c. <10k hab,0,72,4.0,1500.0
6,c. <10k hab,1,76,7.0,950.0
2,c. <10k hab,1,22,2.0,450.0
5,c. <10k hab,0,22,8.0,150.0
0,b. 10k-150k hab,1,55,3.0,2700.0
2,b. 10k-150k hab,0,55,6.0,1900.0
2,b. 10k-150k hab,0,21,1.0,
5,c. < 10k hab,0,59,4.0,2200.0
4,c. < 10k hab,1,73,,6500.0
5,c. < 10k hab,1,56,5.0,1100.0
3,c. < 10k hab,0,67,2.0,1900.0
5,c. < 10k hab,1,63,3.0,1500.0
4,c. < 10k hab,0,49,5.0,1900.0
4,c. < 10k hab,1,74,0.0,1500.0
3,a. >150k hab,1,63,1.0,3500.0
0,a. >150k hab,0,53,,750.0
2,a. >150k hab,1,60,4.0,750.0
7,a. >150k hab,0,55,2.0,1500.0
0,c. <10k hab,1,84,5.0,1500.0
6,c. <10k hab,1,47,5.0,2700.0
4,c. <10k hab,0,56,3.0,3500.0
0,c. <10k hab,1,53,6.0,2700.0
0,c. <10k hab,0,45,8.0,2700.0
0,c. <10k hab,1,44,5.0,3500.0
4,c. <10k hab,1,52,5.0,2700.0
3,a. >150k hab,0,56,5.0,3500.0
5,a. >150k hab,1,64,4.0,1500.0
7,a. >150k hab,1,86,4.0,1500.0
0,a. >150k hab,0,51,2.0,6500.0
5,a. >150k hab,1,83,5.0,2200.0
0,a. >150k hab,1,47,4.0,1900.0
1,a. >150k hab,0,64,5.0,
2,a. >150k hab,0,45,3.0,
5,a. >150k hab,1,29,3.0,2200.0
1,a. >150k hab,1,62,2.0,4750.0
2,c. <10k hab,0,53,4.0,
4,c. <10k hab,1,70,3.0,1500.0
5,c. <10k hab,0,48,3.0,1500.0
2,c. <10k hab,1,25,0.0,1100.0
2,c. <10k hab,0,60,3.0,
0,b. 10k-150k hab,1,20,4.0,
3,b. 10k-150k hab,0,36,1.0,2700.0
2,b. 10k-150k hab,1,38,1.0,1500.0
0,b. 10k-150k hab,1,51,3.0,4750.0
2,a. >150k hab,0,28,2.0,750.0
4,a. >150k hab,0,58,3.0,3500.0
2,a. >150k hab,1,66,0.0,4250.0
2,b. 10k-150k hab,0,54,5.0,1100.0
0,b. 10k-150k hab,0,39,2.0,
4,b. 10k-150k hab,1,65,5.0,5500.0
4,b. 10k-150k hab,0,53,5.0,1500.0
4,b. 10k-150k hab,1,36,2.0,3500.0
2,b. 10k-150k hab,1,58,,4250.0
0,b. 10k-150k hab,1,42,5.0,2200.0
3,b. 10k-150k hab,1,58,4.0,4750.0
3,a. >150k hab,0,25,7.0,950.0
9,b. 10k-150k hab,1,51,8.0,2700.0
4,b. 10k-150k hab,1,37,5.0,2700.0
0,b. 10k-150k hab,0,42,3.0,1100.0
0,a. >150k hab,1,75,5.0,2200.0
2,b. 10k-150k hab,0,26,5.0,
0,b. 10k-150k hab,1,76,4.0,
2,b. 10k-150k hab,0,80,4.0,450.0
5,b. 10k-150k hab,0,59,9.0,450.0
4,b. 10k-150k hab,0,20,2.0,1100.0
3,b. 10k-150k hab,0,26,1.0,1500.0
9,b. 10k-150k hab,0,51,5.0,3500.0
2,b. 10k-150k hab,0,39,0.0,3500.0
3,a. >150k hab,0,23,2.0,
4,b. 10k-150k hab,1,64,5.0,1500.0
2,a. >150k hab,1,58,5.0,1100.0
3,b. 10k-150k hab,1,50,4.0,2700.0
0,b. 10k-150k hab,1,82,5.0,
2,b. 10k-150k hab,0,55,,
2,b. 10k-150k hab,1,75,4.0,750.0
8,b. 10k-150k hab,1,58,7.0,1900.0
0,b. 10k-150k hab,1,72,5.0,
9,b. 10k-150k hab,1,22,5.0,2200.0
2,a. >150k hab,0,70,3.0,1900.0
0,a. >150k hab,1,69,5.0,6500.0
1,a. >150k hab,0,92,6.0,1500.0
0,a. >150k hab,1,60,2.0,1900.0
3,a. >150k hab,1,48,4.0,4750.0
3,a. >150k hab,1,69,5.0,3500.0
4,a. >150k hab,1,55,3.0,2700.0
5,a. >150k hab,0,44,6.0,2200.0
4,a. >150k hab,1,52,4.0,1500.0
5,a. >150k hab,0,39,3.0,5500.0
2,b. 10k-150k hab,0,38,1.0,1100.0
0,b. 10k-150k hab,1,41,4.0,3500.0
4,b. 10k-150k hab,1,40,2.0,1500.0
0,b. 10k-150k hab,0,47,3.0,3500.0
0,b. 10k-150k hab,0,62,2.0,2200.0
0,b. 10k-150k hab,0,28,1.0,2700.0
4,b. 10k-150k hab,0,71,3.0,
2,b. 10k-150k hab,0,70,5.0,750.0
2,b. 10k-150k hab,1,52,5.0,1500.0
1,b. 10k-150k hab,1,47,2.0,750.0
4,b. 10k-150k hab,1,35,1.0,1900.0
2,b. 10k-150k hab,1,55,0.0,750.0
0,b. 10k-150k hab,1,59,4.0,2700.0
3,b. 10k-150k hab,1,58,0.0,1500.0
2,b. 10k-150k hab,0,48,2.0,450.0
5,b. 10k-150k hab,1,47,4.0,750.0
0,a. >150k hab,1,64,3.0,1900.0
1,b. 10k-150k hab,1,20,1.0,2200.0
0,b. 10k-150k hab,0,79,10.0,
2,b. 10k-150k hab,1,43,3.0,5500.0
1,b. 10k-150k hab,1,68,4.0,2700.0
5,b. 10k-150k hab,1,75,5.0,450.0
4,b. 10k-150k hab,0,21,3.0,
2,b. 10k-150k hab,0,49,8.0,3500.0
0,b. 10k-150k hab,0,48,0.0,3500.0
5,b. 10k-150k hab,1,58,4.0,3500.0
0,a. >150k hab,0,83,5.0,1500.0
2,a. >150k hab,0,27,1.0,1900.0
4,a. >150k hab,0,66,5.0,1500.0
7,a. >150k hab,0,70,6.0,1500.0
0,a. >150k hab,0,70,4.0,1100.0
0,a. >150k hab,0,64,2.0,450.0
0,a. >150k hab,0,49,4.0,1500.0
0,a. >150k hab,1,64,4.0,2200.0
3,a. >150k hab,1,37,3.0,3500.0
3,a. >150k hab,0,65,8.0,1900.0
0,a. >150k hab,1,53,2.0,1500.0
3,a. >150k hab,1,26,2.0,2700.0
2,c. <10k hab,0,22,9.0,2200.0
2,c. <10k hab,0,62,3.0,1100.0
6,c. <10k hab,1,50,5.0,1900.0
0,c. <10k hab,0,49,,450.0
0,c. <10k hab,0,29,2.0,2700.0
5,c. <10k hab,0,80,3.0,1500.0
3,c. <10k hab,1,55,0.0,1100.0
7,b. 10k-150k hab,1,73,5.0,1100.0
3,b. 10k-150k hab,0,58,5.0,5500.0
0,b. 10k-150k hab,0,23,10.0,150.0
3,b. 10k-150k hab,0,51,5.0,
0,b. 10k-150k hab,0,53,3.0,950.0
0,b. 10k-150k hab,0,51,4.0,1500.0
3,b. 10k-150k hab,0,20,0.0,750.0
7,b. 10k-150k hab,0,42,5.0,1900.0
1,b. 10k-150k hab,1,65,5.0,4250.0
3,b. 10k-150k hab,1,25,3.0,
4,b. 10k-150k hab,0,65,,
0,b. 10k-150k hab,1,19,5.0,950.0
0,b. 10k-150k hab,0,44,,
0,b. 10k-150k hab,1,29,0.0,2700.0
4,b. 10k-150k hab,1,60,5.0,
9,a. >150k hab,1,19,3.0,
0,a. >150k hab,0,44,5.0,2700.0
4,a. >150k hab,1,42,7.0,2200.0
2,a. >150k hab,1,54,3.0,3500.0
1,a. >150k hab,1,45,5.0,
1,a. >150k hab,0,45,4.0,4750.0
1,a. >150k hab,1,52,4.0,3500.0
4,a. >150k hab,1,74,5.0,950.0
3,c. <10k hab,0,25,2.0,2700.0
0,c. <10k hab,1,42,0.0,
4,c. <10k hab,0,18,5.0,1500.0
0,c. <10k hab,0,78,5.0,2200.0
0,c. <10k hab,0,74,2.0,
0,c. <10k hab,1,41,3.0,
2,c. <10k hab,1,23,7.0,3500.0
5,c. <10k hab,0,27,6.0,1500.0
4,b. 10k-150k hab,1,38,5.0,2700.0
1,b. 10k-150k hab,1,43,5.0,1100.0
0,b. 10k-150k hab,1,57,3.0,1100.0
0,c. <10k hab,0,43,,1100.0
4,c. <10k hab,0,39,7.0,
0,c. <10k hab,1,47,2.0,950.0
3,c. <10k hab,1,40,5.0,
0,c. <10k hab,1,23,2.0,3500.0
5,a. >150k hab,0,73,6.0,
4,b. 10k-150k hab,0,19,3.0,2200.0
6,b. 10k-150k hab,1,53,3.0,1900.0
5,c. <10k hab,0,43,2.0,
6,a. >150k hab,1,85,5.0,
4,c. <10k hab,1,49,5.0,3500.0
7,b. 10k-150k hab,1,34,3.0,3500.0
3,a. >150k hab,1,62,2.0,1500.0
0,c. <10k hab,0,49,2.0,2700.0
0,a. >150k hab,1,22,0.0,1500.0
7,c. <10k hab,1,51,2.0,3500.0
1,c. <10k hab,1,46,4.0,2700.0
4,c. <10k hab,0,37,3.0,1100.0
1,a. >150k hab,0,72,3.0,4250.0
4,a. >150k hab,0,60,6.0,6500.0
1,c. <10k hab,1,66,6.0,950.0
3,c. <10k hab,1,55,5.0,
0,c. <10k hab,0,65,4.0,1100.0
3,c. <10k hab,0,27,5.0,4250.0
2,a. >150k hab,1,66,3.0,1900.0
4,c. <10k hab,0,21,7.0,1900.0
0,c. <10k hab,0,37,1.0,1100.0
3,c. <10k hab,1,39,5.0,
3,c. <10k hab,0,55,3.0,950.0
3,c. <10k hab,1,44,4.0,950.0
2,c. <10k hab,0,44,5.0,2200.0
2,c. <10k hab,1,37,2.0,1500.0
5,c. <10k hab,1,19,4.0,2200.0
5,b. 10k-150k hab,0,58,5.0,
6,b. 10k-150k hab,1,31,1.0,1500.0
6,b. 10k-150k hab,0,64,7.0,4250.0
3,b. 10k-150k hab,0,45,2.0,3500.0
6,a. >150k hab,0,71,6.0,750.0
2,c. <10k hab,0,32,2.0,4250.0
5,c. <10k hab,0,69,5.0,750.0
4,c. <10k hab,0,23,0.0,3500.0
3,c. <10k hab,1,26,0.0,1900.0
0,c. <10k hab,0,41,3.0,3500.0
2,c. <10k hab,1,26,3.0,1900.0
3,a. >150k hab,0,43,5.0,1100.0
3,a. >150k hab,1,54,0.0,
